cycle_uid,cycle_id,ml_id,lead_id,deal_id,account_id,account_name,ml_stage_start_time,lead_stage_start_time,deal_stage_start_time,ml_stage_end_time,ml_dead_time,lead_stage_end_time,lead_dead_time,deal_stage_current,deal_closing_date,deal_modified_time,deal_is_won,deal_is_lost,deal_pipeline,deal_produkt,deal_amount,ml_owner_current,lead_owner_current,lead_dla_salesa,deal_owner_current,project_type,source_from,source_I_tier,source_II_tier,source_III_tier,source_IV_tier,events_count_total,events_count_lead_stage,events_count_deal_stage,lead_first_meeting_time,lead_meetings_count,lead_meeting1_days,ankiety_count,ankieta_avg_quality,ankieta_avg_meeting,ankieta_presales_primary,ml_days_in_stage,lead_days_in_stage,cycle_to_sales_days
lead:751364000020591210,751364000020591210,,751364000020591210,,,,,2025-04-04T10:40:44,,,,2025-04-22T12:09:24,2025-04-22T12:09:24,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020591156,751364000020591156,,751364000020591156,,,,,2025-04-04T10:32:03,,,,2025-04-22T12:07:54,2025-04-22T12:07:54,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,0,0,0,,0,,0,,,,,18.0,
lead:751364000020580565,751364000020580565,,751364000020580565,,,,,2025-04-04T21:28:45,,,,2025-05-29T09:06:27,2025-05-29T09:06:27,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,54.0,
lead:751364000020580531,751364000020580531,,751364000020580531,,,,,2025-04-04T21:18:43,,,,2025-05-29T09:39:48,2025-05-29T09:39:48,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,54.0,
lead:751364000020580001,751364000020580001,,751364000020580001,,,,,2025-04-04T07:55:52,,,,2025-04-22T14:02:57,2025-04-22T14:02:57,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020569003,751364000020569003,,751364000020569003,,,,,2025-04-03T14:43:44,,,,2025-04-22T12:09:21,2025-04-22T12:09:21,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020557714,751364000020557714,,751364000020557714,,,,,2025-04-03T13:37:38,,,,2025-04-22T12:09:22,2025-04-22T12:09:22,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020557680,751364000020557680,,751364000020557680,,,,,2025-04-03T13:26:46,,,,2025-11-25T15:23:23,2025-11-25T15:23:23,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,236.0,
lead:751364000020557518,751364000020557518,,751364000020557518,,,,,2025-04-03T11:50:47,,,,2025-05-13T15:20:23,2025-05-13T15:20:23,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,40.0,
lead:751364000020557280,751364000020557280,,751364000020557280,,,,,2025-04-03T09:03:23,,,,2025-04-22T12:09:25,2025-04-22T12:09:25,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020557246,751364000020557246,,751364000020557246,,,,,2025-04-03T08:38:05,,,,2025-04-22T12:09:21,2025-04-22T12:09:21,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020557212,751364000020557212,,751364000020557212,,,,,2025-04-03T08:35:14,,,,2025-04-22T12:09:19,2025-04-22T12:09:19,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020557178,751364000020557178,,751364000020557178,,,,,2025-04-03T08:31:06,,,,2025-04-22T12:09:22,2025-04-22T12:09:22,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020557144,751364000020557144,,751364000020557144,,,,,2025-04-03T08:27:17,,,,2025-04-22T12:09:18,2025-04-22T12:09:18,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020557096,751364000020557096,,751364000020557096,,,,,2025-04-03T08:13:04,,,,2025-06-23T19:20:39,2025-06-23T19:20:39,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,1,1,0,2025-05-05T09:00:00,1,32.0,0,,,,,81.0,
lead:751364000020557039,751364000020557039,,751364000020557039,,,,,2025-04-03T08:08:43,,,,2025-04-25T09:53:50,2025-04-25T09:53:50,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,22.0,
lead:751364000020557001,751364000020557001,,751364000020557001,,,,,2025-04-03T08:06:30,,,,2025-04-22T12:09:22,2025-04-22T12:09:22,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020557000,751364000020557000,,751364000020557000,,,,,2025-04-03T16:28:46,,,,2025-04-24T10:03:56,2025-04-24T10:03:56,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,1,1,0,2025-04-23T14:00:00,1,19.0,1,2.0,,Sebastian Pawlik,,20.0,
lead:751364000020552204,751364000020552204,,751364000020552204,,,,,2025-04-02T21:15:47,,,,2025-11-25T15:31:29,2025-11-25T15:31:29,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,236.0,
lead:751364000020552097,751364000020552097,,751364000020552097,,,,,2025-04-02T21:09:16,,,,2025-04-22T12:09:24,2025-04-22T12:09:24,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020552042,751364000020552042,,751364000020552042,,,,,2025-04-02T21:07:09,,,,2025-04-22T12:09:18,2025-04-22T12:09:18,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020549910,751364000020549910,,751364000020549910,,,,,2025-04-02T17:38:19,,,,2025-04-22T12:09:18,2025-04-22T12:09:18,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020549876,751364000020549876,,751364000020549876,,,,,2025-04-02T17:36:48,,,,2025-05-22T14:43:59,2025-05-22T14:43:59,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,49.0,
lead:751364000020549842,751364000020549842,,751364000020549842,,,,,2025-04-02T17:35:24,,,,2025-06-09T10:26:02,2025-06-09T10:26:02,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,67.0,
lead:751364000020549808,751364000020549808,,751364000020549808,,,,,2025-04-02T17:31:48,,,,2025-05-23T10:36:03,2025-05-23T10:36:03,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,50.0,
lead:751364000020549774,751364000020549774,,751364000020549774,,,,,2025-04-02T17:30:44,,,,2025-12-22T14:08:32,2025-12-22T14:08:32,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,263.0,
lead:751364000020549740,751364000020549740,,751364000020549740,,,,,2025-04-02T17:10:37,,,,2025-05-29T10:36:38,2025-05-29T10:36:38,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,56.0,
lead:751364000020549706,751364000020549706,,751364000020549706,,,,,2025-04-02T17:06:34,,,,2025-05-23T11:37:46,2025-05-23T11:37:46,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,50.0,
lead:751364000020549672,751364000020549672,,751364000020549672,,,,,2025-04-02T17:05:36,,,,2025-12-22T14:15:41,2025-12-22T14:15:41,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,263.0,
lead:751364000020549638,751364000020549638,,751364000020549638,,,,,2025-04-02T17:00:54,,,,2025-06-06T10:27:04,2025-06-06T10:27:04,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,64.0,
lead:751364000020549603,751364000020549603,,751364000020549603,,,,,2025-04-02T16:59:21,,,,2025-06-23T19:20:39,2025-06-23T19:20:39,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,82.0,
lead:751364000020549569,751364000020549569,,751364000020549569,,,,,2025-04-02T16:57:41,,,,2025-05-23T13:03:39,2025-05-23T13:03:39,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,50.0,
lead:751364000020549535,751364000020549535,,751364000020549535,,,,,2025-04-02T16:55:53,,,,2025-05-23T13:07:10,2025-05-23T13:07:10,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,50.0,
lead:751364000020549501,751364000020549501,,751364000020549501,,,,,2025-04-02T16:54:07,,,,2025-05-23T13:08:09,2025-05-23T13:08:09,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,50.0,
lead:751364000020549467,751364000020549467,,751364000020549467,,,,,2025-04-02T16:52:59,,,,2025-05-26T12:44:41,2025-05-26T12:44:41,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,53.0,
lead:751364000020549433,751364000020549433,,751364000020549433,,,,,2025-04-02T16:49:47,,,,2025-05-29T13:08:52,2025-05-29T13:08:52,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,56.0,
lead:751364000020549399,751364000020549399,,751364000020549399,,,,,2025-04-02T16:42:27,,,,2025-06-23T19:20:39,2025-06-23T19:20:39,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,82.0,
lead:751364000020549365,751364000020549365,,751364000020549365,,,,,2025-04-02T16:41:21,,,,2025-05-29T13:10:41,2025-05-29T13:10:41,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,56.0,
lead:751364000020549331,751364000020549331,,751364000020549331,,,,,2025-04-02T16:38:50,,,,2025-05-22T13:00:17,2025-05-22T13:00:17,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,49.0,
lead:751364000020549297,751364000020549297,,751364000020549297,,,,,2025-04-02T16:37:41,,,,2025-05-23T14:07:08,2025-05-23T14:07:08,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,50.0,
lead:751364000020549263,751364000020549263,,751364000020549263,,,,,2025-04-02T16:36:28,,,,2025-06-10T12:21:37,2025-06-10T12:21:37,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,68.0,
lead:751364000020549229,751364000020549229,,751364000020549229,,,,,2025-04-02T16:30:44,,,,2025-06-09T15:53:11,2025-06-09T15:53:11,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,67.0,
lead:751364000020549195,751364000020549195,,751364000020549195,,,,,2025-04-02T16:29:22,,,,2025-05-08T10:14:18,2025-05-08T10:14:18,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,35.0,
lead:751364000020549161,751364000020549161,,751364000020549161,,,,,2025-04-02T16:26:21,,,,2025-05-29T14:00:59,2025-05-29T14:00:59,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,56.0,
lead:751364000020549127,751364000020549127,,751364000020549127,,,,,2025-04-02T16:19:16,,,,2025-05-27T10:11:23,2025-05-27T10:11:23,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,54.0,
lead:751364000020549093,751364000020549093,,751364000020549093,,,,,2025-04-02T16:13:37,,,,2025-05-16T10:54:37,2025-05-16T10:54:37,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,43.0,
lead:751364000020549059,751364000020549059,,751364000020549059,,,,,2025-04-02T16:11:44,,,,2025-09-04T11:38:05,2025-09-04T11:38:05,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,154.0,
lead:751364000020549025,751364000020549025,,751364000020549025,,,,,2025-04-02T16:09:08,,,,2025-05-26T14:12:35,2025-05-26T14:12:35,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,53.0,
lead:751364000020548121,751364000020548121,,751364000020548121,,,,,2025-04-02T15:34:17,,,,2025-11-25T15:29:03,2025-11-25T15:29:03,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,236.0,
lead:751364000020548087,751364000020548087,,751364000020548087,,,,,2025-04-02T15:32:35,,,,2025-11-25T15:32:41,2025-11-25T15:32:41,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,237.0,
lead:751364000020548053,751364000020548053,,751364000020548053,,,,,2025-04-02T15:31:43,,,,2025-11-04T14:10:16,2025-11-04T14:10:16,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,215.0,
lead:751364000020548019,751364000020548019,,751364000020548019,,,,,2025-04-02T15:30:50,,,,2025-11-25T15:36:08,2025-11-25T15:36:08,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,237.0,
lead:751364000020541964,751364000020541964,,751364000020541964,,,,,2025-04-03T14:39:04,,,,2025-04-22T12:09:02,2025-04-22T12:09:02,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541930,751364000020541930,,751364000020541930,,,,,2025-04-03T14:36:08,,,,2025-04-22T12:08:58,2025-04-22T12:08:58,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541896,751364000020541896,,751364000020541896,,,,,2025-04-03T14:34:26,,,,2025-04-22T12:09:02,2025-04-22T12:09:02,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541862,751364000020541862,,751364000020541862,,,,,2025-04-03T14:31:38,,,,2025-04-22T12:09:02,2025-04-22T12:09:02,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541828,751364000020541828,,751364000020541828,,,,,2025-04-03T14:22:31,,,,2025-04-22T12:08:56,2025-04-22T12:08:56,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541784,751364000020541784,,751364000020541784,,,,,2025-04-03T14:18:37,,,,2025-04-22T12:08:57,2025-04-22T12:08:57,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541750,751364000020541750,,751364000020541750,,,,,2025-04-03T14:16:17,,,,2025-04-22T12:08:53,2025-04-22T12:08:53,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541716,751364000020541716,,751364000020541716,,,,,2025-04-03T14:12:46,,,,2025-04-22T12:08:55,2025-04-22T12:08:55,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,18.0,
lead:751364000020541372,751364000020541372,,751364000020541372,,,,,2025-04-02T14:53:21,,,,2025-04-22T12:08:51,2025-04-22T12:08:51,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020541309,751364000020541309,,751364000020541309,,,,,2025-04-02T14:46:51,,,,2025-04-22T12:09:06,2025-04-22T12:09:06,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020541246,751364000020541246,,751364000020541246,,,,,2025-04-02T14:39:55,,,,2025-04-22T12:08:55,2025-04-22T12:08:55,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020541106,751364000020541106,,751364000020541106,,,,,2025-04-02T14:21:58,,,,2025-04-22T12:08:52,2025-04-22T12:08:52,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020541072,751364000020541072,,751364000020541072,,,,,2025-04-02T14:15:11,,,,2025-04-22T12:08:51,2025-04-22T12:08:51,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020541001,751364000020541001,,751364000020541001,,,,,2025-04-02T14:11:41,,,,2025-04-23T14:27:34,2025-04-23T14:27:34,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,21.0,
lead:751364000020534943,751364000020534943,,751364000020534943,,,,,2025-04-02T14:53:52,,,,2025-05-13T13:02:31,2025-05-13T13:02:31,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,40.0,
lead:751364000020534909,751364000020534909,,751364000020534909,,,,,2025-04-02T14:51:20,,,,2025-04-22T12:08:53,2025-04-22T12:08:53,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020534875,751364000020534875,,751364000020534875,,,,,2025-04-02T14:42:30,,,,2025-04-22T12:09:09,2025-04-22T12:09:09,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020534841,751364000020534841,,751364000020534841,,,,,2025-04-02T14:29:21,,,,2025-04-22T12:08:58,2025-04-22T12:08:58,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020534807,751364000020534807,,751364000020534807,,,,,2025-04-02T14:21:34,,,,2025-04-22T12:09:01,2025-04-22T12:09:01,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020534739,751364000020534739,,751364000020534739,,,,,2025-04-02T14:10:20,,,,2025-05-05T15:54:14,2025-05-05T15:54:14,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,33.0,
lead:751364000020534677,751364000020534677,,751364000020534677,,,,,2025-04-02T14:00:40,,,,2025-04-22T12:08:59,2025-04-22T12:08:59,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,19.0,
lead:751364000020534643,751364000020534643,,751364000020534643,,,,,2025-04-02T13:43:16,,,,2025-10-14T11:48:18,2025-10-14T11:48:18,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,2,2,0,2025-04-17T11:00:00,2,14.0,0,,,,,194.0,
lead:751364000020534594,751364000020534594,,751364000020534594,,,,,2025-04-02T13:34:39,,,,2025-04-24T09:49:33,2025-04-24T09:49:33,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,21.0,
lead:751364000020534078,751364000020534078,,751364000020534078,,,,,2025-04-02T08:37:38,,,,2025-04-22T12:08:52,2025-04-22T12:08:52,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,20.0,
lead:751364000020534021,751364000020534021,,751364000020534021,,,,,2025-04-02T08:20:14,,,,2025-04-22T13:17:59,2025-04-22T13:17:59,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,20.0,
lead:751364000020526576,751364000020526576,,751364000020526576,,,,,2025-04-01T18:21:14,,,,2025-04-22T12:08:59,2025-04-22T12:08:59,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,20.0,
lead:751364000020526540,751364000020526540,,751364000020526540,,,,,2025-04-01T18:19:54,,,,2025-04-22T12:08:53,2025-04-22T12:08:53,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,20.0,
