NIP;Podsumowanie 360;Ostatnia aktywność Call/Spotkanie;Zielone światło dla AOS;Status klienta (grupa);Wygrany Deal (grupa);Wątpliwość (Deal wygrany, a status != 'jest');Walidacja NIP;Status weryfikacji ZOHO;ID rekordu ZOHO;Nazwa Placówki;Adres;Nr telefonu;Adres email
9222897343;"Nazwa: CENTRUM ZDROWIA PRYWATNY GABINET NEUROLOGICZNY NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
📄 nie jest/nie był
--------------------
👥 1 🏢 4
🧲 1 [❌ 1 24-02-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002277443;"""CENTRUM ZDROWIA"" PRYWATNY GABINET NEUROLOGICZNY NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ANDRZEJ BRODOWSKI, ALINA BRODOWSKA SPÓŁKA JAWNA";Graniczna 14D, 22-400 Zamość;846 962 481;cz2hrubieszow@neostrada.pl
9222957269;"Nazwa: CENTRUM MEDYCZNE ZACISZE
📄 nie jest/nie był
--------------------
🏢 2
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002284220;OKULISTYKA ZACISZE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Źródlana 23, 22-400 Zamość;602450762;zam3@onet.pl
9223024924;"Nazwa: LE MED SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002278442;"""LE-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""";B. Prusa 2, 22-400 Zamość;511147216;le.med.poradnia@gmail.com
9223034070;"Nazwa: RESORT-MED
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 16-05-2025]
🎯 1 [❌ 1 20-05-2025]
--------------------
  - 16-05-2026 | 📞 -> Rozmowa z RESORT-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ zaplanowana
  - 16-05-2025 | 📞 -> Call I
  - 15-05-2025 | 🧩 -> Losty - propozycja nowy cennik i oferta";16-05-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002284678;RESORT-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Prymasa Stefana Wyszyńskiego 2, 22-400 Zamość;846771706;ksiegowosc@resortmed.pl
9223039357;"Nazwa: NOVAMED SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002278499;NOVAMED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Monopolowa 30, 22-470 Zwierzyniec;604 201 284,84 611 22 21;waszymanski27@wp.pl
9223047954;"Nazwa: CENTRUM USŁUG MEDYCZNYCH SONOLOGISTIC SP. Z O. O.
📄 nie jest/nie był
--------------------
👥 1 🏢 3
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002276517;CENTRUM USŁUG MEDYCZNYCH SONOLOGISTIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Peowiaków 1B, 22-400 Zamość;846 391 903;biuro@sonologistic.com
9223052300;"Nazwa: NZOZ JOLOKO
📄 nie jest/nie był
--------------------
👥 3 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002277565;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""JOLOKO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Feliksa Wolskiego 5, 22-400 Zamość;793778779;b.baranowski@joloko.pl
9223057970;"Nazwa: MMEDICAL M&M PUŹNIAK - LEKARSKA SPÓŁKA PARTNERSKA
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002284666;MMEDICAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Północna 24/30, 20-064 Lublin;695860202;BIURO@MMEDICAL.PL
9461529861;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ FARMED STANISŁAW PODGÓRSKI
📄 nie jest/nie był
--------------------
👥 1 🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002293756;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ FARMED STANISŁAW PODGÓRSKI;Marii Koryznowej 2G, 20-137 Lublin;81 74 76 777;nzozfarmed@wp.pl
9461813102;"Nazwa: ""OŚRODEK MEDYCZNY DMP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002384893;"""OŚRODEK MEDYCZNY DMP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Projektowa 5, 20-209 Lublin;817 105 678;info@omdmp.lublin.pl
9461836221;"Nazwa: SGL SPECJALISTYCZNE GABINETY LEKARSKIE SP. J. KUSY I WSPÓLNICY
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002273364;SPECJALISTYCZNE GABINETY LEKARSKIE SPÓŁKA JAWNA KUSY I WSPÓLNICY CENTRUM DIAGNOSTYKI MEDYCZNEJ;Górnicza 3, 21-010 Łęczna;817520741;pawekus.kusy@gmail.com
9462104537;"Nazwa: 1)NZOZ PLR UŚMIECH ARTUR PORĘBSKI 2) M.D. ARTUR PORĘBSKI3)M.D. ARTUR PORĘBSKI
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 22-04-2025]
--------------------
  - 24-03-2026 | 📞 -> Rozmowa z NZOZ PLR UsMIECH ARTUR POREBSKI zaplanowana
  - 19-03-2025 | 📅 -> Meeting I - 1)NZOZ PLR UŚMIECH ARTUR PORĘBSKI 2) M.D. ARTUR PORĘBSKI3)M.D. ARTUR PORĘBSKI
  - 19-03-2025 | 🧩 -> Zaktualizować Leada po Meeting I
  - 18-03-2025 | 📞 -> Welcome phone
  - 17-03-2025 | 📞 -> Połączenie wychodzące do Artur (?) Porębski (?)
  - 17-03-2025 | 📞 -> Call I";19-03-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000015784021;Porębski Artur 1) M.D. Artur Porębski 2) NZOZ PLR Uśmiech Artur Porębski 3)M.D. Artur Porębski;Ciecierzyn 85, 21-003;814 732 699;mdwkladykominowe@gmail.com
9462146139;"Nazwa: SZPITAL SP ZOZ MSWIA W LUBLINIE
📄 nie jest/nie był
--------------------
👥 3 🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002272323;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI W LUBLINIE;Grenadierów 3, 20-331 Lublin;817284626;sekretariat@szpitalmsw.pl
9462160056;"Nazwa: SZPITAL NEUROPSYCHIATRYCZNY IM. PROF. MIECZYSŁAWA KACZYŃSKIEGO W LUBLINIE
📄 nie jest/nie był
--------------------
👥 7 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
  - 26-06-2025 | 📞 -> Kontakt po Komunikacja z pokoleniem Z - FollowUp Call Mateusz z Edyta Wójcik";26-06-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213462;SZPITAL NEUROPSYCHIATRYCZNY IM. PROF. MIECZYSŁAWA KACZYŃSKIEGO SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W LUBLINIE;Abramowicka 2, 20-442 Lublin;81 728 64 02;sekretariat@snzoz.lublin.pl
9462325942;"Nazwa: MEDYCYNA 2001 SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002274031;",,MEDYCYNA 2001"" spółka z ograniczoną odpowiedzialnością";Nałkowskich 114, 20-470 Lublin;817446299;medicina@tlen.pl
9462404647;"Nazwa: KADREMA NZOZ CENTRUM ZDROWIA I REHABILITACJI
📄 nie jest/nie był
--------------------
🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002275927;"""KADREMA"" Spółka z ograniczoną odpowiedzialnością";Kalinowszczyzna 46 B, 20-129 Lublin;817484815;prezes@kadrema.pl
9462493740;"Nazwa: NZOZ MAGNOLIOWA
📄 nie jest/nie był
--------------------
🏢 1
🎯 1 [❌ 1 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002275949;"""MAGNOLIOWA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Magnoliowa 2, 20-143 Lublin;817472495, 817472524;aga.wolak@onet.eu
9462513721;"Nazwa: MEDIS SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002278527;",,MEDIS"" Spółka z ograniczoną odpowiedzialnością";Wolska 11, 20-411 Lublin;814 415 198;adamiak@yahoo.com
9462577974;"Nazwa: CONSILIUM MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002384884;CONSILIUM MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Krańcowa 107 A, 20-338 Lublin;81 747 19 39;czartoryskalucyna@gmail.com
9462636748;"Nazwa: LOGISPHARM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
📄 nie jest/nie był
--------------------
🏢 2
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002284232;LOGISPHARM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Bazylianówka 58, 20-144 Lublin;665-264-550;sylwia.zarzeczna@grupacurate.pl
9462673353;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MED-LASER
📄 nie jest/nie był
--------------------
👥 3 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002275989;"""NZOZ MED-LASER BORZĘCKI SPÓŁKA JAWNA""";Młyńska 14A, 20-406 Lublin;815 329 090;medlaser@poczta.onet.pl
9462731760;"Nazwa: NZOZ SANUS. C.ENTRUM MEDYCZNE
📄 nie jest/nie był
--------------------
👥 1 🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000001844313;CENTRUM MEDYCZNE SANUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Magnoliowa 2, 20-143 Lublin;817471999;jacekmdj@o2.pl
"6440515875	";"Nazwa: OXYS BĘDZIN
📄 nie jest/nie był
--------------------
🏢 26
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002284685;OPTYKA OXYS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Jana Kilińskiego 27, 08-110 Siedlce;7615152;lubartow@okularium.pl
"7123316164	";"Nazwa: MEDCLINIC
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 24-02-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000001883992;MEDCLINIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Drewniana 61, 21-040 Świdnik;500 555 010;info@medclinic.med.pl
"9223001099	";"Nazwa: NSZOZ KARDIOLOGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002384967;NSZOZ KARDIOLOGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Feliksa Wolskiego 5, 22-400 Zamość;691115775;kardiologia.zamosc@onet.pl
1181321322;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ TOP - MED JOANNA SZAFRANEK;Juliusza Słowackiego 33, 22-100 Chełm;501475064;biuro@top-med.com.pl
5222874966;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NOWOCZESNE CENTRUM MEDYCZNE OKOKLINIK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA;Orlich Gniazd 8/13, 01-493 Warszawa;222900099;CDS.KAMINSKI@O2.PL
5273011347;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;REZONIKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Złota 61/100, 00-819 Warszawa;601540723;mwozniak@rezonika.pl
5371448447;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"Sadownik Jadwiga Niepubliczny Zakład Opieki Zdrowotnej ""Alergo-Med""";Łukaszyńska 40/2, 21-500 Biała Podlaska;833428608;alergo.med@wp.pl
5372056353;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""OKULISTA"" GRZEGORZ JOBDA,DARIUSZ CZOP SPÓŁKA JAWNA";Warszawska 14, 21-500 Biała Podlaska;833438602;grzegorzjobda@poczta.onet.pl
5372628536;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"PRYWATNY GABINET LOGOPEDYCZNY ""ARTICULA"" AGNIESZKA GOŁAWSKA SPÓŁKA JAWNA";Terebelska 67B, 21-500 Biała Podlaska;531 532 144;agngol5@wp.pl
5372662467;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MEDYK W TERESPOLU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Stacyjna 2, 21-550 Terespol;833 752 066;medyk.terespol@poczta.fm
5372676920;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;MK MEDICAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Stefana Batorego 10, 21-500 Biała Podlaska;518107041;biuro@mkmedical.pl
5381663762;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"""KURACJA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Warszawska 17, 21-300 Radzyń Podlaski;833529644;kuracja@hot.pl
5391137928;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;GABINET LEKARSKI OKULISTYCZNY ELŻBIETA SAKOWICZ-KOZŁOWSKA;Tęczowa 1, 21-200 Parczew;601796904;sakowicz.kozlowska@wp.pl
5391517973;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NZOZ PRZYCHODNIA - CHIRURGICZNO - URAZOWO - ORTOPEDYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Szpitalna 2B, 21-200 Parczew;83 354-30-99;kamaje@o2.pl
5631041815;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"GRAŻYNA MAJKUT-RAUS, NIEPUBLICZNY OŚRODEK DIAGNOSTYCZNO-LECZNICZY ""LASER-MED"" GRAŻYNA MAJKUT-RAUS";Lipowa 27, 22-100 Chełm;82 565-35-61;laser-med.chelm@wp.pl
5632041444;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"""LEKARZ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Kolejowa 89, 22-100 Chełm;82-5652857;lekarznzoz@gmail.com
5651136134;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"ANNA KALICKA-RUTKOWSKA NZOZ ""ANIMED"" OŚRODEK ZDROWIA W URSZULINIE";Nowa 2, 22-234 Urszulin;825713002;animed5@wp.pl
5651405516;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"""NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ PRZYCHODNIA LEKARZY SPECJALISTÓW I PIELĘGNIAREK: K. JANKOWSKI I PARTNERZY. SPÓŁKA PARTNERSKA""";Piłsudskiego 66, 22-200 Włodawa;825724900;specjalisci@poczta.onet.pl
5651533450;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"CENTRUM MEDYCZNE ""VITA"" SKRĘTOWICZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Modrzewiowa 1/1, 22-234 Urszulin;606280099;cmvita@interia.pl
5732425799;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"""CENTRUM"" LOGOPEDII SZELIGA SPÓŁKA KOMANDYTOWA";Sienkiewicza 20, 42-256 Olsztyn;343285111;j_szeliga@wp.pl
7120305119;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NZOZ VIVAMED LEK.MED.ROBERT PLECHAWSKI;Partyzancka 17A, 24-300 Opole Lubelskie;818275577;vivamed9@o2.pl
7121077086;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;SZWARC BEATA NZOZ NEUR0-PSYCHO-CENTRUM;Stanisława Staszica 22, 20-081 Lublin;815 328 517;beata-szwarc@wp.pl
7121205383;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;ANNA MARZEC-FATTAH NZOZ ALMED;Konrada Wallenroda 6/5, 20-607 Lublin;501-471-950;anna_fattah@yahoo.com
7121577529;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"Monika Sochocka, NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""OKULISTA"" SOCHOCKA MONIKA";Puławska 18/173, 20-046 Lublin;695444645;monikasochocka@wp.pl
7121735431;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ NOVITA SPECJALISTYCZNE GABINETY LEKARSKIE ROGUŚ-SKORUPSKA DOROTA;Jana Sawy 1B/5,6, 20-632 Lublin;81 4761807, 694961410;pawskor@tlen.pl
7122603513;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NZOZ PORADNIE OTOLARYNGOLOGICZNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;LOTNIKÓW POLSKICH 22/205-207, 21-040 Świdnik;81/7515762;etomasiak@spzozswidnik.pl
7122888680;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NZOZ PORADNIA SKÓRNO-WENEROLOGICZNA ANEL-DERM ZBIGNIEW ANDRZEJ KOTOWSKI, BARBARA KOTOWSKA SPÓŁKA JAWNA;Hipoteczna 4, 20-027 Lublin;815324009;anelderm@anelderm.info.pl
7123190438;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;PRAKTYKA OKULISTYCZNA NZOZ ŁOŚ-DUDZIAK, OCHYŃSKA, ŚLUSARSKA-SKOWROŃSKA SPÓŁKA PARTNERSKA LEKARZY;Konrada Wallenroda 2F/5, 20-607 Lublin;815321213;okulistyka@softnet.info.pl
7123194985;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;ARION SZPITALE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W RESTRUKTURYZACJI;Nowogrodzka 49, 00-695 Warszawa;815065101;SEKRETARIAT.BILGORAJ@ARION-SZPITALE.PL
7123229838;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;ARION MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Nowogrodzka 49, 00-695 Warszawa;242360900;sekretariat@arionmed.pl
7123285618;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GEMINI PORADNIA GINEKOLOGICZNO-POŁOŻNICZA ALICJA ZIĘTEK SPÓŁKA JAWNA;Jutrzenki 6/45, 20-538 Lublin;815277385;zietek.alicja@yahoo.com
7123397116;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;4CARDIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Szpitalna 4C, 23-204 Kraśnik;81 458 77 88;info@4cardia.pl
7123479162;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;REVITA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Bartosza Głowackiego 35, 20-060 Lublin;667896016;revita.rehadm@gmail.com
7131069243;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;1. WALDEMAR SMOLEŃ 2. Niepubliczny Zakład Opieki Zdrowotnej VENA Waldemar Smoleń;Racławicka 16, 21-040 Świdnik;696466025;waldemarsmolen@wp.pl
7131533315;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;Niepubliczny Zakład Opieki Zdrowotnej IGNIS Dr med.Alicja Łobińska;Stanisława Skarżyńskiego 12A, 21-040 Świdnik;607888168;biuro@nzoz-ignis.pl
7132414400;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;GMINNY OŚRODEK ZDROWIA SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ;Partyzantów 9, 21-013 Puchaczów;7575480;przychodnia@gozpuchaczow.pl
7142051583;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CENTRUM MEDYCZNE WOLIŃSCY S.C.;Łucka-Kolonia 141, 21-100;818555455;nzozlucka@wp.pl
7151193354;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;Mariusz Mierzwa;Bursztynowa 14, 22-100 Chełm;792386139;1mariuszmierzwa@wp.pl
7151437626;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"STRZELECKA JADWIGA NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""REHABILITACJA""";Świętej Faustyny 6, 23-200 Kraśnik;667881856;nzozrehabilitacja1@o2.pl
7151535381;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W URZĘDOWIE;Hevelke 2, 23-250 Urzędów;818 225 899;albinaneta@gmail.com
7151878833;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"Niepubliczny Zakład Opieki Zdrowotnej Specjalistyczna Przychodnia Okulistyczna ""Oczko"" Spółka jawna, Grażyna Kuźmicka- Michalak i Małgorzata Marzęta";Tysiąclecia 3B, 23-200 Kraśnik;721067779;nzoz.oczko@op.pl
7151891822;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;DAW-MED M.KOWALSKA, M.KOWALSKI SPÓŁKA JAWNA;Aleja Tysiąclecia 3B, 23-200 Kraśnik;605839175;m.kowalska49@vp.pl
7151923321;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GABINETY SPECJALISTYCZNE 'MEDIC' SPÓŁKA JAWNA;Tysiąclecia 3 B, 23-200 Kraśnik;797295515;a_pastwa@op.pl
7160000053;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;"ZAKŁAD LECZNICZY ""UZDROWISKO NAŁĘCZÓW"" SPÓŁKA AKCYJNA";Kasztanowa 2, 24-150 Nałęczów;5014356;info@uzdrowisko-naleczow.com.pl
7162348501;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W NAŁĘCZOWIE;Kolejowa 7, 24-150 Nałęczów;815014050;SPZOZNAL@POCZTA.ONET.PL
8251633669;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;Katarzyna Nowicka prowadząca działalność pod nazwą Gabinet Logopedyczny Katarzyna Nowicka;Bystrzyca 121, 21-411;697661088;nowickakatarzyna@poczta.onet.pl
8621654239;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;SAWA MEDICAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Różana 24, 23-300 Janów Lubelski;158721881;kontakt@sawamedical.pl
8651531725;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;KRZYSZTOF ANTONOWICZ - LEKARZ SPECJALISTA RADIODIAGNOSTYKI;Staszica 2A/1A, 37-450 Stalowa Wola;602274156;krzysztofant1962@gmail.com
9211246151;;;TAK;;NIE;NIE;PRAWIDŁOWY;NIE ISTNIEJE;;CENTRUM MEDYCZNE im.Stanisława STAROWIEYSKIEGO lek.med. MARIAN DOMAGAŁA;Chopina 8, 22-650 Łaszczów;84 6650182, 502274752;mariandomagala1213@yahoo.pl
